date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
2022-01-03,AAPL,178.27032470703125,179.12245940789794,174.05868664745196,174.17621628400974,104487900.0,0.0,4.729294042222875,180.06074302794372,163.70782691834535,64.84483671530329,102.72169914784048,50.562256081247,167.40295918782553,156.4495839436849,16.600000381469727,24.945987549588033
2022-01-03,AMD,150.24000549316406,151.64999389648438,145.02000427246094,145.13999938964844,59396600.0,0.0,1.6956314760225837,154.8328819991026,131.4891196488466,56.184125322872745,25.598230361241193,17.86083511534403,146.59200032552084,137.30750020345053,16.600000381469727,24.945987549588033
2022-01-03,JPM,145.58323669433594,146.4295483857598,143.61151344260037,143.92663417466127,13120900.0,0.0,-0.8462806480601159,146.53350007238404,139.20940306482296,50.557732229122685,42.42123228039821,12.835955451451554,143.86211598714192,147.5057512919108,16.600000381469727,24.945987549588033
2022-01-03,META,336.4658203125,338.9902362425969,335.12408551135024,336.2272701347971,14537900.0,0.0,2.586718890533575,347.4488717714867,317.38463347753674,50.89571740483968,52.45192102527737,8.484972280291736,330.54164632161456,329.9855702718099,16.600000381469727,24.945987549588033
2022-01-03,MKL,1223.489990234375,1238.8499755859375,1217.0799560546875,1235.239990234375,30800.0,0.0,-6.717791024383359,1259.248552768124,1192.5284247709385,47.22643453245943,-18.6046170230394,16.254863396768325,1229.7036580403646,1264.231327311198,16.600000381469727,24.945987549588033
2022-01-03,NVDA,30.064441680908203,30.653333982242014,29.729072150971678,29.75901650492273,391547000.0,0.0,0.06408813415046666,32.16047680018833,27.162217215314605,54.33915333605682,-16.702362702410305,16.36464300227934,30.458871014912923,28.084706528981528,16.600000381469727,24.945987549588033
2022-01-03,NVR,5757.009765625,5874.9501953125,5715.97021484375,5870.0,24400.0,0.0,124.84854774913674,6017.327805533026,5590.709157357599,57.431345384989875,43.68101954845341,10.592881486208668,5647.045638020833,5325.5783284505205,16.600000381469727,24.945987549588033
2022-01-03,TSLA,399.9266662597656,400.3566589355469,378.67999267578125,382.5833435058594,103931400.0,0.0,6.367545015756036,389.38450118584467,291.30849808173343,60.83555017470211,138.26147607429476,36.26950033728661,349.9776662190755,342.67166595458986,16.600000381469727,24.945987549588033
2022-01-04,AAPL,176.00775146484375,179.1811854730246,175.4396667688889,178.8775573474026,99310400.0,1.0,4.58548374416975,179.47741467650997,165.6996055871619,62.50769805593313,95.47070940860429,50.6635171466796,168.0281758626302,157.0537144978841,16.90999984741211,12.345419007676401
2022-01-04,AMD,144.4199981689453,152.4199981689453,140.6999969482422,151.00999450683594,80200500.0,1.0,1.4228505591168812,154.94956566607368,131.9084360429107,53.263706073464576,-5.701910929499619,8.004478533421691,146.22566680908204,137.96350021362304,16.90999984741211,12.345419007676401
2022-01-04,JPM,151.1022491455078,151.77749603594884,147.86105857621763,147.93308655975,20195800.0,1.0,-0.1325407674868302,148.3937149770519,138.0397399179676,56.48101035739974,192.9568207364193,31.24018746844722,144.06949157714843,147.46988805135092,16.90999984741211,12.345419007676401
2022-01-04,META,334.4681091308594,340.9879141624603,329.83665690056125,337.86716843768403,15998000.0,1.0,2.2845189163880377,346.2263376947957,320.4617360356731,50.1981106006205,40.90363025744408,0.20373259599451599,330.2511047363281,330.09290924072263,16.90999984741211,12.345419007676401
2022-01-04,MKL,1236.9300537109375,1257.8599853515625,1230.0,1230.4000244140625,52600.0,1.0,-5.244367852443247,1258.3922638522417,1192.7757171047897,49.11993927712578,43.48929815853804,1.1514470253200508,1229.5513264973958,1263.7508280436198,16.90999984741211,12.345419007676401
2022-01-04,NVDA,29.235004425048828,30.410792045917606,28.295771312792542,30.220150693081955,527154000.0,1.0,0.021535943628006038,32.12538852200788,27.122746091029228,52.38317454243975,-55.62488681442194,1.5669108577164672,30.33607006072998,28.22546765009562,16.90999984741211,12.345419007676401
2022-01-04,NVR,5819.68017578125,5837.14013671875,5739.9501953125,5748.10009765625,19600.0,1.0,116.13006959234008,6009.902043505993,5617.488923290882,58.70653334727409,45.59706196620579,10.592881486208674,5667.167985026042,5341.935660807291,16.90999984741211,12.345419007676401
2022-01-04,TSLA,383.1966552734375,402.6666564941406,374.3500061035156,396.51666259765625,100248300.0,1.0,8.157919046741995,395.2706858005621,290.1083120021723,57.66796958572874,114.91387305950501,32.584005024410104,350.11688842773435,344.69444376627604,16.90999984741211,12.345419007676401
2022-01-05,AAPL,171.32598876953125,176.46811917460536,171.0517430102158,175.91962765597447,94537600.0,2.0,4.047081686021471,179.294201372326,166.2491366403693,58.030604403983595,50.236513414022824,29.48082421091848,168.48198852539062,157.58128153483074,19.729999542236328,8.85163047558163
2022-01-05,AMD,136.14999389648438,143.75999450683594,135.2899932861328,142.82000732421875,65403200.0,2.0,0.5332030548022431,154.93787240346316,131.0501280848181,49.48283707869472,-87.62721938086023,2.8692932445472477,145.67999979654948,138.4880001068115,19.729999542236328,8.85163047558163
2022-01-05,JPM,148.33978271484375,152.48800888113996,148.29449365703377,151.99892298952042,17539400.0,2.0,0.20779988826532758,148.81056640361152,137.82021515156424,53.18197409369156,168.97191460630347,33.2420390307703,144.08184611002605,147.44170354207355,19.729999542236328,8.85163047558163
2022-01-05,META,322.1838684082031,333.70285443499347,321.8558732876107,330.9796214127639,20564500.0,2.0,1.0417787204052047,346.0289886240315,320.7942596669841,46.172329740809914,-37.63519928131763,10.784566614955361,329.6932118733724,330.0717071533203,19.729999542236328,8.85163047558163
2022-01-05,MKL,1233.0699462890625,1252.4599609375,1233.02001953125,1237.469970703125,40200.0,2.0,-4.3381403997912,1255.8257000784902,1193.6992755074475,48.601826999579245,38.93076320102478,1.1514470253200637,1228.5913248697916,1263.6403279622396,19.729999542236328,8.85163047558163
2022-01-05,NVDA,27.552162170410156,29.360759665506105,27.481296355147737,28.89463569155659,498064000.0,2.0,-0.1462919176200579,31.692810028472383,27.07393000753836,48.70361686236361,-111.4715220922272,5.716174386658316,30.191405868530275,28.340443483988444,19.729999542236328,8.85163047558163
2022-01-05,NVR,5729.10986328125,5885.0,5719.2998046875,5839.990234375,18300.0,2.0,100.75095129750116,6005.53765921693,5627.626305626821,56.19007094390354,35.47331365790871,15.37985707699557,5684.444319661458,5356.739827473958,19.729999542236328,8.85163047558163
