date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
2020-01-02,AAPL,72.46827697753906,72.52859683396065,71.223274257406,71.47661470907116,135480400.0,3.0,0.0,73.11240164391779,71.11958535559393,0.0,-66.66666666666667,100.0,72.46827697753906,72.46827697753906,12.470000267028809,0.0
2020-01-02,AMD,49.099998474121094,49.25,46.630001068115234,46.86000061035156,80331100.0,3.0,0.0,73.11240164391779,71.11958535559393,0.0,-66.66666666666667,100.0,49.099998474121094,49.099998474121094,12.470000267028809,0.0
2020-01-02,JPM,119.5733871459961,119.5818703950668,118.0224655845656,118.47163810472074,10803700.0,3.0,0.0,73.11240164391779,71.11958535559393,0.0,-66.66666666666667,100.0,119.5733871459961,119.5733871459961,12.470000267028809,0.0
2020-01-02,META,208.4947052001953,208.5046384720444,205.00621595329153,205.48327081215774,12077100.0,3.0,0.0,73.11240164391779,71.11958535559393,0.0,-66.66666666666667,100.0,208.4947052001953,208.4947052001953,12.470000267028809,0.0
2020-01-02,MKL,1155.219970703125,1155.219970703125,1135.010009765625,1143.77001953125,40200.0,3.0,0.0,73.11240164391779,71.11958535559393,0.0,-66.66666666666667,100.0,1155.219970703125,1155.219970703125,12.470000267028809,0.0
2020-01-02,NVDA,5.971410274505615,5.971410274505615,5.8920109160937795,5.942537823696139,237536000.0,3.0,0.0,73.11240164391779,71.11958535559393,0.0,-66.66666666666667,100.0,5.971410274505615,5.971410274505615,12.470000267028809,0.0
2020-01-02,NVR,3735.5,3819.93994140625,3701.010009765625,3777.0,39900.0,3.0,0.0,73.11240164391779,71.11958535559393,0.0,-66.66666666666667,100.0,3735.5,3735.5,12.470000267028809,0.0
2020-01-02,TSLA,28.68400001525879,28.713333129882812,28.11400032043457,28.299999237060547,142981500.0,3.0,0.0,73.11240164391779,71.11958535559393,0.0,-66.66666666666667,100.0,28.68400001525879,28.68400001525879,12.470000267028809,0.0
2020-01-03,AAPL,71.76371002197266,72.5237384458872,71.5393220101689,71.69615210347494,146322800.0,4.0,-0.015807591951812583,73.11240164391779,71.11958535559393,0.0,-66.66666666666667,100.0,72.11599349975586,72.11599349975586,14.020000457763672,0.0
2020-01-03,AMD,48.599998474121094,49.38999938964844,47.540000915527344,48.029998779296875,73127400.0,4.0,-0.0112179487179489,49.55710525530764,48.14289169293455,0.0,66.66666666666667,100.0,48.849998474121094,48.849998474121094,14.020000457763672,0.0
